도서관명,시도명,시군구명,도서관유형,휴관일,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,열람좌석수,자료수(도서),자료수(연속간행물),자료수(비도서),대출가능권수,대출가능일수,소재지도로명주소,운영기관명,도서관전화번호,부지면적,건물면적,홈페이지주소,위도,경도,데이터기준일자,제공기관코드,제공기관명
"도봉어린이문화정보센터(자료열람실, 잉글리시 아일랜드)",서울특별시,서울특별시 도봉구,공공도서관,매주화요일,09:00,18:00,09:00,17:00,09:00,17:00,67,44653,57,0,5,14,서울특별시 도봉구 도봉구 노해로69길 151,,02-995-4171,870,1498,http://www.unilib.dobong.kr/,37.6590072,127.0494699,2018-05-01,3090000,서울특별시 도봉구
학마을도서관 (종합자료실),서울특별시,서울특별시 도봉구,공공도서관,매주월요일,09:00,20:00,09:00,17:00,09:00,17:00,36,35288,80,0,5,14,서울특별시 도봉구 도봉구 시루봉로 128,,02-955-0655,1320,1781,http://www.unilib.dobong.kr/,37.6621078,127.0278197,2018-05-01,3090000,서울특별시 도봉구
학마을도서관 (어린이 자료실),서울특별시,서울특별시 도봉구,공공도서관,매주월요일,09:00,18:00,09:00,17:00,09:00,17:00,0,21390,0,0,5,14,서울특별시 도봉구 도봉구 시루봉로 128,,02-955-0655,1320,1781,http://www.unilib.dobong.kr/,37.662110,127.0278200,2018-05-01,3090000,서울특별시 도봉구
방학동영유아플라자,서울특별시,서울특별시 도봉구,공공도서관,매주일요일,09:30,17:30,10:00,15:00,00:00,00:00,0,13343,0,2574,5,14,서울특별시 도봉구 도봉구 방학로 12길 28 (방학동),,02-3494-3557,2173,103,http://www.doccic.go.kr/youngua/,37.663230,127.0303300,2018-05-01,3090000,서울특별시 도봉구
창동영유아플라자,서울특별시,서울특별시 도봉구,공공도서관,매주월요일,09:30,17:30,00:00,00:00,10:00,15:00,0,4564,0,1138,5,14,서울특별시 도봉구 도봉구 우이천로4길 24-5 (창동),,02-994-3372,1190,46,http://www.doccic.go.kr/youngua/,37.633510,127.041100,2018-05-01,3090000,서울특별시 도봉구
무수골 도서관,서울특별시,서울특별시 도봉구,어린이도서관,매주월요일,09:00,18:00,09:00,17:00,09:00,17:00,12,30899,0,949,5,14,서울특별시 도봉구 도봉구 도봉로175길 10,,02-3492-0078,1023,356,http://www.unilib.dobong.kr/,37.6829589,127.0428608,2018-05-01,3090000,서울특별시 도봉구
방학1동 공립 작은도서관,서울특별시,서울특별시 도봉구,작은도서관,"매주토, 일요일",10:00,17:00,00:00,00:00,00:00,00:00,13,13315,0,13,5,14,서울특별시 도봉구 도봉구 방학로2길 27,,02-2091-5904,645,105,,37.6641869,127.0406367,2018-05-01,3090000,서울특별시 도봉구
방학2동 공립 작은도서관,서울특별시,서울특별시 도봉구,작은도서관,"매주토, 일요일",10:00,17:00,00:00,00:00,00:00,00:00,6,14296,0,2,5,14,서울특별시 도봉구 도봉구 시루봉로 226,,02-2091-5905,218,60,,37.668177,127.0350425,2018-05-01,3090000,서울특별시 도봉구
방학3동 공립 작은도서관,서울특별시,서울특별시 도봉구,작은도서관,"매주월, 일요일",10:00,17:00,10:00,13:00,00:00,00:00,26,24288,0,1,5,14,서울특별시 도봉구 도봉구 해등로32길 80,,02-2091-5906,144,269,,37.659890,127.023820,2018-05-01,3090000,서울특별시 도봉구
도봉1동 공립 작은도서관,서울특별시,서울특별시 도봉구,작은도서관,"매주토, 일요일",10:00,17:00,00:00,00:00,00:00,00:00,2,15170,0,0,5,14,서울특별시 도봉구 도봉구 도봉로169 나길 22,,02-2091-5912,722,83,,37.6786704,127.0433569,2018-05-01,3090000,서울특별시 도봉구
도봉2동 공립 작은도서관,서울특별시,서울특별시 도봉구,작은도서관,"매주토, 일요일",14:00,17:00,00:00,00:00,00:00,00:00,12,14165,0,22,5,14,서울특별시 도봉구 도봉구 마들로 668,,02-2091-5913,656,53,,37.6696229,127.0465415,2018-05-01,3090000,서울특별시 도봉구
쌍문1동 공립 작은도서관,서울특별시,서울특별시 도봉구,작은도서관,"매주토, 일요일",10:00,17:00,00:00,00:00,00:00,00:00,6,14542,0,0,5,14,서울특별시 도봉구 도봉구 노해로 147,,02-2091-5900,59,90,,37.6479992,127.0260364,2018-05-01,3090000,서울특별시 도봉구
쌍문2동 공립 작은도서관,서울특별시,서울특별시 도봉구,작은도서관,"매주토, 일요일",14:00,17:00,00:00,00:00,00:00,00:00,12,17619,0,1,5,14,서울특별시 도봉구 도봉구 방학로3길 117,,02-2091-5901,1449,71,,37.6580211,127.0387508,2018-05-01,3090000,서울특별시 도봉구
쌍문3동 공립 작은도서관,서울특별시,서울특별시 도봉구,작은도서관,"매주토, 일요일",10:00,17:00,00:00,00:00,00:00,00:00,10,20223,0,30,5,14,서울특별시 도봉구 도봉구 노해로44길 9,,02-2091-5902,971,66,,37.6489437,127.0279086,2018-05-01,3090000,서울특별시 도봉구
쌍문4동 공립 작은도서관,서울특별시,서울특별시 도봉구,작은도서관,"매주토, 일요일",10:00,17:00,00:00,00:00,00:00,00:00,18,12874,0,0,5,14,서울특별시 도봉구 도봉구 시루봉로 62-7,,02-2091-5903,476,60,,37.6564188,127.0283688,2018-05-01,3090000,서울특별시 도봉구
소양도서관,강원도,춘천시,공공도서관,월+국가지정공휴일+대청소일(12.30.~12.31.),09:00,18:00,09:00,18:00,00:00,00:00,20,42228,21,12359,6,14,강원도 춘천시 삭주로145번길 69-8(후평동),강원도 춘천시청,033-245-5142,2401,968,https://library.chuncheon.go.kr,37.892736,127.745281,2022-08-17,4180000,강원도 춘천시
남산도서관,강원도,춘천시,공공도서관,월+국가지정공휴일+대청소일(12.30.~12.31.),09:00,22:00,09:00,22:00,00:00,00:00,38,38265,26,0,6,14,강원도 춘천시 남산면 강촌로 311(남산면 방곡리),강원도 춘천시청,033-245-5560,2809,1041,https://library.chuncheon.go.kr,37.793196,127.643317,2022-08-17,4180000,강원도 춘천시
명지2차금강작은도서관,부산광역시,강서구,작은도서관,휴관,00:00,00:00,00:00,00:00,00:00,00:00,50,1440,0,0,0,0,부산광역시 강서구 명지국제5로 109,명지2차금강펜테리움센트럴파크아파트,051-207-0401,51,51,,35.10421503,128.9191938,2022-09-30,3360000,부산광역시 강서구
명지두산작은도서관,부산광역시,강서구,작은도서관,토+일+공휴일,09:00,23:00,00:00,00:00,00:00,00:00,40,2358,0,0,5,14,부산광역시 강서구 명지오션시티11로 22,명지두산위브포세이돈아파트입주자대표회의,051-271-3787,44.7,44.7,,35.08399984,128.8967369,2022-09-30,3360000,부산광역시 강서구
중흥에듀오션작은도서관,부산광역시,강서구,작은도서관,연중무휴,09:00,18:00,09:00,18:00,09:00,18:00,15,1830,0,0,5,14,부산광역시 강서구 명지국제5로 90,중흥S클래스에듀오션,051-201-5923,46.2,46.2,,35.10125678,128.9208558,2022-09-30,3360000,부산광역시 강서구
협성숲속의작은도서관,부산광역시,강서구,작은도서관,월+공휴일,09:00,22:00,09:00,22:00,00:00,00:00,24,1500,0,0,0,0,부산광역시 강서구 과학산단로306번길 10,협성DS엘리시안아파트입주자대표회의,051-941-2725,120.135,120.135,,35.14966149,128.8368221,2022-09-30,3360000,부산광역시 강서구
금강3차작은도서관,부산광역시,강서구,작은도서관,월+일+공휴일,09:00,18:00,00:00,00:00,00:00,00:00,23,1645,0,0,5,14,부산광역시 강서구 명지국제5로 110,금강3차작은도서관입주자대표회의,051-201-4521,110.3779,110.3779,,35.10407852,128.9214448,2022-09-30,3360000,부산광역시 강서구
더에듀팰리스부영작은도서관,부산광역시,강서구,작은도서관,월+일+공휴일,10:00,18:00,00:00,00:00,00:00,00:00,40,5100,0,0,5,14,부산광역시 강서구 명지국제7로 110,더에듀팰리스부영아파트입주자대표회의,051-271-3577,125.26,125.26,,35.09593055,128.9130868,2022-09-30,3360000,부산광역시 강서구
꿈마루작은도서관,부산광역시,강서구,작은도서관,"월요일, 일요일, 공휴일",10:00,19:00,10:00,19:00,00:00,00:00,18,3487,0,0,5,14,부산광역시 강서구 공항진입로42번길 20,공군제5공중기동비행단,051-979-2131,152,152,,35.18564636,128.9497025,2022-09-30,3360000,부산광역시 강서구
도란도란작은도서관,부산광역시,강서구,작은도서관,월+일+공휴일,13:00,18:00,00:00,00:00,00:00,00:00,36,3400,0,0,5,14,부산광역시 강서구 명지국제5로 165,명지스위트팰리스,051-201-0062,200.46,200.46,,35.10998668,128.9213699524,2022-09-30,3360000,부산광역시 강서구
서귀포시서부도서관,제주특별자치도,서귀포시,공공도서관,월요일+1월1일+설연휴+추석연휴+12월31일,09:00,23:00,09:00,23:00,09:00,23:00,265,68303,30,4046,5,15,제주특별자치도 서귀포시 중문관광로 346,제주특별자치도 서귀포시청,064-739-9862,7927,1300,http://lib.jeju.go.kr/,33.25090559,126.432152,2022-05-31,6520000,제주특별자치도 서귀포시
하라라작은도서관,부산광역시,강서구,작은도서관,일,09:00,18:00,09:00,18:00,09:00,18:00,10,1000,0,0,0,0,부산광역시 강서구 범방5로 75(2층),하라라작은도서관,051-000-0000,42.88,42.88,,35.15806959,128.8861074,2022-09-30,3360000,부산광역시 강서구
클래시안작은도서관,부산광역시,강서구,작은도서관,일+공휴일,14:00,17:00,10:00,17:00,00:00,00:00,30,1010,0,0,0,0,부산광역시 강서구 명지국제13로 38번길 11,명지중흥S-클래스 더 테라스,051-292-0573,539.969,539.969,,35.10987329,128.9236719,2022-09-30,3360000,부산광역시 강서구
지사자원봉사캠프작은도서관,부산광역시,강서구,작은도서관,월+일+공휴일,09:00,18:00,00:00,00:00,00:00,00:00,30,1300,0,0,0,0,부산광역시 강서구 과학산단2로 20번길 35,부산지사휴먼시아관리사무소,051-832-5121,156.86,156.86,,35.15101859,128.8357342,2022-09-30,3360000,부산광역시 강서구
명지호반베르디움2차작은도서관,부산광역시,강서구,작은도서관,월+일+공휴일,10:00,17:00,00:00,00:00,00:00,00:00,39,3000,0,0,5,10,부산광역시 강서구 명지국제5로 89,명지호반베르디움2차입주자대표회의,051-271-2766,296.3343,296.3343,,35.10236823,128.9202028,2022-09-30,3360000,부산광역시 강서구
노원중앙도서관,서울특별시,노원구　,공공도서관,법정공휴일(일요일제외)+첫째 주 월+셋째 주 월,08:00,23:00,08:00,23:00,00:00,00:00,847,182714,93,8477,7,14,서울특별시 노원구 노원로34길 43,노원문화재단,02-950-0050,2850,6526,www.nowonlib.kr,37.66109975,127.0650081,2022-08-25,3100000,서울특별시 노원구
노원어린이도서관,서울특별시,노원구　,공공도서관,법정공휴일(일요일제외)+둘째 주 월+넷째 주 월,09:00,18:00,09:00,17:00,00:00,00:00,380,64981,30,5737,7,14,서울특별시 노원구 한글비석로 346(,노원문화재단,02-933-7145,1140,1361.88,www.nowonlib.kr,37.65795085,127.0763791,2022-08-25,3100000,서울특별시 노원구
월계도서관,서울특별시,노원구　,공공도서관,법정공휴일(일요일제외)+첫째 주 월+셋째 주 월,08:00,23:00,08:00,23:00,00:00,00:00,427,92688,67,6085,7,14,서울특별시 노원구 월계로 319,노원문화재단,02-991-0871,701,1962,www.nowonlib.kr,37.628637,127.056121,2022-08-25,3100000,서울특별시 노원구
상계도서관,서울특별시,노원구　,공공도서관,법정공휴일(일요일제외)+둘째 주 월+넷째 주 월,08:00,23:00,08:00,23:00,00:00,00:00,472,77994,90,3352,7,14,서울특별시 노원구 동일로243길 57,노원문화재단,02-3391-7882,1012,2466.45,www.nowonlib.kr,37.67852812,127.0519416,2022-08-25,3100000,서울특별시 노원구
불암도서관,서울특별시,노원구　,공공도서관,법정공휴일(일요일제외)+첫째 주 월+셋째 주 월,09:00,20:00,09:00,17:00,00:00,00:00,255,47415,56,2217,7,14,서울특별시 노원구 중계로 106,노원문화재단,02-935-0721,1397,2726,www.nowonlib.kr,37.64529213,127.0825447,2022-08-25,3100000,서울특별시 노원구
화랑도서관,서울특별시,노원구　,공공도서관,법정공휴일(일요일제외)+월,09:00,22:00,09:00,21:00,00:00,00:00,140,36761,31,3160,7,14,서울특별시 노원구 노원로1나길 10,성공회대,02-973-1318,1019,2595,www.gycenter.or.kr/,37.6215198110,127.083006,2022-08-25,3100000,서울특별시 노원구
한내도서관,서울특별시,노원구　,공공도서관,법정공휴일+일,09:00,18:00,09:00,17:00,00:00,00:00,120,14853,0,0,7,14,서울특별시 노원구 마들로 86,노원구구립도서관,02-979-7420,14382,359.37,www.nowonlib.kr,37.62358838,127.0687815,2022-08-25,3100000,서울특별시 노원구
향기나무도서관,서울특별시,노원구　,공공도서관,법정공휴일+일,09:00,18:00,09:00,17:00,00:00,00:00,140,12690,0,0,7,14,서울특별시 노원구 마들로 86,노원구구립도서관,02-2116-4448,330,920,www.nowonlib.kr,37.62358838,127.0687815,2022-08-25,3100000,서울특별시 노원구
공릉도서관,서울특별시,노원구　,공공도서관,법정공휴일+일,09:00,18:00,09:00,17:00,00:00,00:00,112,20429,0,0,7,14,서울특별시 노원구 마들로 86,노원구구립도서관,02-976-3820,992,691,www.nowonlib.kr,37.62358838,127.0687815,2022-08-25,3100000,서울특별시 노원구
월계어린이도서관,서울특별시,노원구　,공공도서관,법정공휴일+일,09:00,18:00,09:00,17:00,00:00,00:00,80,14736,12,0,7,14,서울특별시 노원구 마들로 86,노원구구립도서관,070-4238-5148,1106,2344.12,www.nowonlib.kr,37.62358838,127.0687815,2022-08-25,3100000,서울특별시 노원구
동부도서관,경상남도,창원시 진해구,공공도서관,금+1월1일+설 연휴+추석 연휴+기타 법정공휴일,09:00,22:00,09:00,18:00,09:00,18:00,459,139837,186,6118,5,14,경상남도 창원시 진해구 용재로 66(용원동),경상남도 창원시청,055-225-7531,14793,3622,https://lib.changwon.go.kr/db,35.100007,128.817141,2022-06-27,5670000,경상남도 창원시
동읍평생교육센터,경상남도,창원시,작은도서관,일+국가지정 공휴일,09:30,18:30,09:30,17:00,00:00,00:00,30,18528,4,54,3,14,경상남도 창원시 의창구 동읍 동읍로 88,동읍주민자치위원회,055-253-7841,,,,35.28436931,128.6827261,2022-06-27,5670000,경상남도 창원시
대산평생교육센터,경상남도,창원시,작은도서관,토+일+국가지정 공휴일,09:30,18:00,00:00,00:00,00:00,00:00,82,13306,6,164,3,14,경상남도 창원시 의창구 대산면 진산대로355번길 20,대산면주민자치위원회,055-291-6457,636,,,35.33242681,128.707739,2022-06-27,5670000,경상남도 창원시
소계평생교육센터,경상남도,창원시,작은도서관,일+국가지정 공휴일,09:00,18:30,09:00,16:30,00:00,00:00,14,15067,171,0,2,14,경상남도 창원시 의창구 소계로84번길 7 (민원센터 2층),의창동주민자치위원회,055-297-3452,,,,35.257276,128.5999828,2022-06-27,5670000,경상남도 창원시
의창평생교육센터,경상남도,창원시,작은도서관,일+국가지정 공휴일,09:30,19:00,09:30,17:00,00:00,00:00,34,16480,13,0,3,15,경상남도 창원시 의창구 읍성로25,의창동주민자치위원회,055-296-5604,747,370,http://blog.naver.com/uichang5604,35.26535133,128.6208171,2022-06-27,5670000,경상남도 창원시
천주평생교육센터,경상남도,창원시,작은도서관,일+국가지정 공휴일,08:30,18:00,08:30,16:00,00:00,00:00,30,14247,8,256,3,14,경상남도 창원시 의창구 천주로56번길14,의창동주민자치위원회,055-299-3407,155,1331,,35.26623802,128.6171284,2022-06-27,5670000,경상남도 창원시
대원평생교육센터,경상남도,창원시,작은도서관,일+국가지정 공휴일,09:00,18:30,09:30,17:00,00:00,00:00,33,16210,15,0,3,14,경상남도 창원시 의창구 대원로93번길 2(대원동),팔룡동주민자치위원회,055-273-5134,362,823,,35.235035,128.651015,2022-06-27,5670000,경상남도 창원시
팔룡평생교육센터,경상남도,창원시,작은도서관,일+국가지정 공휴일,09:00,18:30,09:00,17:00,00:00,00:00,13,12311,5,0,3,14,경상남도 창원시 의창구 팔용로 447,팔룡동주민자치위원회,055-255-6536,456,1062,http://cafe.daum.net/Palyong1996,35.256423,128.6135942,2022-06-27,5670000,경상남도 창원시
명곡평생교육센터,경상남도,창원시,작은도서관,일+국가지정 공휴일,09:30,19:00,09:30,17:00,00:00,00:00,20,13911,5,65,3,14,경상남도 창원시 의창구 태복산로27번길 27-1(도계동),명곡동주민자치위원회,055-273-8019,309,181,,35.255614,128.639333,2022-06-27,5670000,경상남도 창원시
명서1평생교육센터,경상남도,창원시,작은도서관,일+국가지정 공휴일,09:30,19:00,09:30,17:00,00:00,00:00,30,15000,608,0,3,14,경상남도 창원시 의창구 명지로122번길 20,명곡동새마을협의회,055-273-9765,1048,411,,35.245727,128.6490918,2022-06-27,5670000,경상남도 창원시
명서2평생교육센터,경상남도,창원시,작은도서관,일+국가지정 공휴일,09:30,19:00,09:30,17:00,00:00,00:00,30,16224,5,0,3,14,경상남도 창원시 의창구 우곡로 101번길 28,명곡동주민자치위원회,055-273-9766,728,362,,35.243378,128.641731,2022-06-27,5670000,경상남도 창원시
봉곡평생교육센터,경상남도,창원시,작은도서관,일+국가지정 공휴일,09:30,19:00,09:30,17:00,00:00,00:00,38,16041,9,0,5,14,경상남도 창원시 의창구 창이대로165번길 7,경남정보사회연구소,055-265-6086,679,400,http://www.kisingo.or.kr,35.24470896,128.655278,2022-06-27,5670000,경상남도 창원시
봉림평생교육센터,경상남도,창원시,작은도서관,일+국가지정 공휴일,09:00,18:30,09:00,16:00,00:00,00:00,30,7278,14,265,3,14,경상남도 창원시 의창구 대봉로26번길 5,봉림동주민자치위원회,055-265-9877,3681,628,,35.25192197,128.6675855,2022-06-27,5670000,경상남도 창원시
사림평생교육센터,경상남도,창원시,작은도서관,일+국가지정 공휴일,09:30,19:00,09:30,17:00,00:00,00:00,45,16400,27,201,3,14,경상남도 창원시 의창구 사림로16번길37,경남정보사회연구소,055-261-1034,665,294,http://www.kisingo.or.kr,35.244886,128.6791999,2022-06-27,5670000,경상남도 창원시
신월평생교육센터,경상남도,창원시,작은도서관,일+국가지정 공휴일,09:30,18:30,09:30,17:00,00:00,00:00,30,15111,140,0,5,14,경상남도 창원시 의창구 신월로48,(사)창원여성의전화,055-287-0667,,,,35.227648,128.6926044,2022-06-27,5670000,경상남도 창원시
용지평생교육센터,경상남도,창원시,작은도서관,일+국가지정 공휴일,09:30,19:00,09:30,17:00,00:00,00:00,50,17527,8,1000,3,14,경상남도 창원시 의창구 용지로239번길 19-4,용지동주민자치회,055-261-8477,,,,35.23603518,128.6845091,2022-06-27,5670000,경상남도 창원시
반지평생교육센터,경상남도,창원시,작은도서관,일+국가지정 공휴일,09:00,19:00,09:30,17:00,00:00,00:00,20,18879,32,192,5,14,경상남도 창원시 성산구 반지로 15번길 16,반지평생교육센터,055-238-7068,1167,684,http://cafe.daum.net/banji.s.e.c,35.241006,128.658776,2022-06-27,5670000,경상남도 창원시
내동평생교육센터,경상남도,창원시,작은도서관,일+국가지정 공휴일,09:30,19:00,09:30,17:00,00:00,00:00,20,17086,4,95,5,14,경상남도 창원시 성산구 연덕로 184번길35,사)경남여성회,055-287-4114,,350,http://www.gnwomen.com,35.217411,128.6695108,2022-06-27,5670000,경상남도 창원시
중앙평생교육센터,경상남도,창원시,작은도서관,일+국가지정 공휴일,09:30,19:00,09:30,17:00,00:00,00:00,15,15308,4,44,5,14,경상남도 창원시 성산구 원이대로580번길 34,(사)지역문화공동체 경남정보사회연구소,055-263-4511,466,157,http://www.kisingo.or.kr,35.225211,128.677169,2022-06-27,5670000,경상남도 창원시
상남평생교육센터,경상남도,창원시,작은도서관,일+국가지정 공휴일,09:30,19:00,09:30,17:00,00:00,00:00,12,14122,6,64,3,14,경상남도 창원시 성산구 동산로 115,상남동주민자치위원회,055-264-0517,136,136,,35.21905622,128.6876162,2022-06-27,5670000,경상남도 창원시
대방평생교육센터,경상남도,창원시,작은도서관,일+국가지정 공휴일,09:30,19:00,09:30,17:00,00:00,00:00,26,16155,6,147,3,14,경상남도 창원시 성산구 대정로 142,책사랑창원지부,055-283-6558,,,,35.21014486,128.7092046,2022-06-27,5670000,경상남도 창원시
사파평생교육센터,경상남도,창원시,작은도서관,일+국가지정 공휴일,09:30,19:00,09:30,17:00,00:00,00:00,27,16758,5,423,2,14,경상남도 창원시 성산구 창이대로 706번길 16-23,창원YMCA,055-266-1158,,,,35.2218241,128.698221,2022-06-27,5670000,경상남도 창원시
가음정평생교육센터,경상남도,창원시,작은도서관,일+국가지정 공휴일,09:30,19:00,09:30,17:00,00:00,00:00,51,20834,27,323,5,14,"경상남도 창원시 성산구 원이대로 883번길 15-38(가음동,가음정민원센터 2층)",가음정동주민자치위원회,055-289-9155,683,355,,35.208574,128.6972162,2022-06-27,5670000,경상남도 창원시
소금꽃어린이도서관,인천광역시,미추홀구,어린이도서관,"매주 월요일,법정공휴일",10:00,18:00,10:00,18:00,10:00,18:00,52,24985,5,0,5,15,인천광역시 미추홀구 석정로 462,인천광역시 미추홀구청,032-872-0731,1989,349.5,http://hnrl.michu.incheon.kr,37.46591921,126.6870517,2022-04-07,3510500,인천광역시 미추홀구
장사래어린이도서관,인천광역시,미추홀구,어린이도서관,"매주 월요일,법정공휴일",10:00,18:00,10:00,18:00,10:00,18:00,50,19639,4,0,5,15,인천광역시 미추홀구 경인로34번길 22,인천광역시 미추홀구청,032-886-5055,1158,292.2,http://hnrl.michu.incheon.kr,37.4627916,126.6473658,2022-04-07,3510500,인천광역시 미추홀구
이랑도서관,인천광역시,미추홀구,공공도서관,"매주 월요일,법정공휴일",10:00,18:00,10:00,18:00,10:00,18:00,32,23348,4,0,5,15,인천광역시 미추홀구 미추홀대로578번길 7,인천광역시 미추홀구청,032-427-2283,1347,533.2,http://hnrl.michu.incheon.kr,37.44923613,126.6803368,2022-04-07,3510500,인천광역시 미추홀구
제물포도서관,인천광역시,미추홀구,공공도서관,"매주 월요일,법정공휴일",10:00,18:00,10:00,18:00,10:00,18:00,35,17182,5,0,5,15,인천광역시 미추홀구 수봉로 22-1,인천광역시 미추홀구청,032-887-8836,810,479,http://hnrl.michu.incheon.kr,37.46412824,126.6560197,2022-04-07,3510500,인천광역시 미추홀구
용비도서관,인천광역시,미추홀구,공공도서관,"매주 월요일,법정공휴일",10:00,22:00,10:00,18:00,10:00,18:00,98,37457,10,1173,5,15,인천광역시 미추홀구 토금남로 82,인천광역시 미추홀구청,032-881-2416,29552,1840,http://hnrl.michu.incheon.kr,37.44931994,126.6404993667,2022-04-07,3510500,인천광역시 미추홀구
군산시립도서관(자료열람실),전라북도,군산시,공공도서관,매주 월요일 및 국가지정 공휴일(일요일 운영시간 토요일과 동일),09:00,22:00,09:00,18:00,00:00,00:00,330,159657,74,18651,5,14,전라북도 군산시 축동로 72,전라북도 군산시청,063-454-5620,2450,5736,http://lib.gunsan.go.kr,35.96608858,126.7113646,2022-04-06,4670000,전라북도 군산시
군산시립도서관(학습실),전라북도,군산시,공공도서관,"명절, 선거일",07:00,23:00,07:00,23:00,07:00,23:00,462,0,0,0,0,0,전라북도 군산시 축동로 72,전라북도 군산시청,063-454-5620,2450,5736,http://lib.gunsan.go.kr,35.96608858,126.7113646,2022-04-06,4670000,전라북도 군산시
늘푸른도서관,전라북도,군산시,공공도서관,매주 일요일 및 국가지정 공휴일,09:00,22:00,09:00,18:00,00:00,00:00,220,83749,44,0,5,14,전라북도 군산시 하나운로 17,전라북도 군산시청,063-454-5980,2776,2338,http://lib.gunsan.go.kr,35.96051754,126.6990535,2022-04-06,4670000,전라북도 군산시
설림도서관(자료열람실),전라북도,군산시,공공도서관,매주 일요일 및 국가지정 공휴일,09:00,22:00,09:00,18:00,00:00,00:00,83,56258,37,0,5,14,전라북도 군산시 설림길 25,전라북도 군산시청,063-454-5700,3392,1157,http://lib.gunsan.go.kr,35.9730164,126.6843977,2022-04-06,4670000,전라북도 군산시
들꽃도서관,광주광역시,북구,작은도서관,매주 일요일,10:00,18:00,11:00,18:00,00:00,00:00,50,10212,0,0,3,7,광주광역시 북구 서강로 77(운암동),,062-526-3311,,84,,35.17933494,126.8703196,2021-06-28,3620000,광주광역시 북구
매곡동작은도서관,광주광역시,북구,작은도서관,"매주 일요일, 국가지정공휴일(토요일:10시-12시운영)",09:00,18:00,10:00,12:00,00:00,00:00,10,3795,2,0,5,15,"광주광역시 북구 매곡로69번길 25(매곡동, 주민센센터 2층)",광주광역시 북구 매곡동주민센터,062-410-8814,,71,,35.1896183,126.8920701,2021-06-28,3620000,광주광역시 북구
매곡작은도서관,광주광역시,북구,작은도서관,매주 일요일,11:00,19:00,10:00,14:00,00:00,00:00,18,4100,0,0,3,7,"광주광역시 북구 매곡로 85, 102호(매곡동, 매곡프라자상가)",,062-571-1318,,49.1,,35.192255,126.892136,2021-06-28,3620000,광주광역시 북구
힐숲작은도서관,경기도,용인시,작은도서관,"매주 토, 일요일",12:30,16:30,12:30,16:30,12:30,16:30,28,5498,5,0,5,14,"경기도 용인시 기흥구 서천동로 22, 주민공동시설 1층",힐스테이트서천입주자대표회의,,0,49.08,,37.23819772,127.0757822,2019-04-03,4050000,경기도 용인시
힐작은도서관,경기도,용인시,작은도서관,"매주 토, 일요일",15:00,17:00,15:00,17:00,15:00,17:00,9,9032,2,6,5,14,"경기도 용인시 수지구 수지로 75, 209동 지하1층",광교힐스테이트입주자대표회의,031-261-5915,0,34.86,,37.3088336,127.0735503,2019-04-03,4050000,경기도 용인시
둘둘작은도서관,경기도,용인시,작은도서관,"매주 토, 일요일",14:00,18:00,14:00,18:00,14:00,18:00,30,1500,0,0,5,14,"경기도 용인시 처인구 남사면 한숲로 137, 커뮤니티센터 1층",이편한세상용인한숲시티2단지입주자대표회의,,0,100.1,,37.161215,127.173773,2019-04-03,4050000,경기도 용인시
늘봄작은도서관,경기도,용인시,작은도서관,"매주 토, 일요일",13:00,18:00,13:00,18:00,13:00,18:00,20,1500,0,0,5,14,"경기도 용인시 수지구 대지로 125, 상가 204호",개인,,0,43.43,,37.330048,127.122991,2019-04-03,4050000,경기도 용인시
화천어린이도서관,강원도,화천군,공공도서관,매주 월요일,10:00,20:00,10:00,20:00,00:00,00:00,40,12185,10,27,5,14,강원도 화천군 화천읍 상승로1길 9,(재)화천군인재육성재단,033-442-0078,1.169,882.26,http://hclib.or.kr,38.104102,127.702369,2018-08-10,4310000,강원도 화천군
사내도서관,강원도,화천군,공공도서관,매주 월요일,10:00,22:00,10:00,22:00,00:00,00:00,49,10138,10,10138,5,14,강원도 화천군 사내면 수피령로75,(재)화천군인재육성재단,033-441-7870,1676,650.4,http://hclib.or.kr,38.073416,127.520919,2018-08-10,4310000,강원도 화천군
광진정보도서관,서울특별시,광진구,공공도서관,둘째 주 화+넷째 주 화+공휴일,09:00,22:00,09:00,18:00,00:00,00:00,1295,301007,369,20497,7,14,서울특별시 광진구 아차산로78길 90(광장동),광진구시설관리공단,02-3437-5092,,7283,http://www.gwangjinlib.seoul.kr/,37.55107355,127.1106137,2022-07-05,3040000,서울특별시 광진구
자양한강도서관,서울특별시,광진구,공공도서관,둘째 주 월+넷째 주 월+공휴일,09:00,20:00,09:00,18:00,00:00,00:00,370,43604,47,0,7,14,서울특별시 광진구 뚝섬로52길 66(자양동),광진구시설관리공단,02-456-0048,,1650,http://www.gwangjinlib.seoul.kr/,37.52921552,127.077668,2022-07-05,3040000,서울특별시 광진구
중곡문화체육센터도서관,서울특별시,광진구,공공도서관,첫째 주 월+셋째 주 월+공휴일,09:00,22:00,09:00,18:00,00:00,00:00,259,80389,98,0,7,14,서울특별시 광진구 능동로 433(중곡동),광진구시설관리공단,02-3408-4900,,2032,http://www.gwangjinlib.seoul.kr/,37.56777776,127.0848034,2022-07-05,3040000,서울특별시 광진구
